,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,material,volumen,tiro,longitud
23001,313,601536002,601536,W Glaskow skirt EQ,lower body,calf length skirt in airy patterned chiffon with a concealed zip hook and eye fastening at the back two seams and a wide flounce at the hem lined at the top,turquoiseskirt unknown calf length skirt in airy patterned chiffon with a concealed zip hook and eye fastening at the back two seams and a wide flounce at the hem lined at the top,amplio,acampanada,delicado,alto,unknown,cropped
23019,314,601636002,601636,W Wales shorts EQ,lower body,shorts in a tencel lyocell weave with a frill trim at the top elasticated waist and side pockets,whiteshorts unknown shorts in a tencel lyocell weave with a frill trim at the top elasticated waist and side pockets,amplio,fluida,tencel,alto,alto,mini
23020,315,601636003,601636,W Wales shorts EQ,lower body,shorts in a tencel lyocell weave with a frill trim at the top elasticated waist and side pockets,blueshorts unknown shorts in a tencel lyocell weave with a frill trim at the top elasticated waist and side pockets,amplio,fluida,tencel,alto,alto,mini
23138,316,602478001,602478,Pigalle deco,lower body,pleated calf length skirt in satin with sequins and beaded embroidery at the front and a concealed zip in the side unlined,pinkskirt skirts pleated calf length skirt in satin with sequins and beaded embroidery at the front and a concealed zip in the side unlined,amplio,fluida,delicado,alto,unknown,cropped
23221,317,603582001,603582,Tequila shorts (1),lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,blackshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23222,318,603582003,603582,Tequila shorts (1),lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,khaki greenshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23223,319,603582004,603582,Tequila shorts (1),lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,beigeshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23224,320,603582006,603582,Tequila shorts,lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,pinkshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23225,321,603582007,603582,Tequila shorts (1),lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,blueshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23226,322,603582010,603582,Tequila shorts (1),lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,whiteshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23227,323,603582011,603582,Tequila shorts (1),lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,yellowshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23228,324,603582012,603582,Tequila shorts,lower body,short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,redshorts shorts short 5 pocket shorts in stretch cotton twill with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,cotton,unknown,medio,mini
23229,325,603583002,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,whiteshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23230,326,603583003,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,blueshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23231,327,603583004,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,blueshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23232,328,603583005,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,greyshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23233,329,603583006,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,greyshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23234,330,603583007,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,blueshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23235,331,603583009,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,redshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23236,332,603583010,603583,Tequila denim/fancy shorts,lower body,5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,blueshorts shorts 5 pocket shorts in washed stretch denim with a regular waist zip fly and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23237,333,603584001,603584,ED Hotpants (1),lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,blueshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23238,334,603584002,603584,ED Hotpants (1),lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,blueshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23239,335,603584003,603584,ED Hotpants (1),lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,greyshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23240,336,603584004,603584,ED Hotpants (1),lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,whiteshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23241,337,603584008,603584,ED Hotpants,lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,khaki greenshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23242,338,603584011,603584,ED Hotpants (1),lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,greyshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23243,339,603584013,603584,ED Hotpants (1),lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,lilac purpleshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23244,340,603584015,603584,ED Hotpants (1),lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,blackshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23245,341,603584018,603584,Khloe RW,lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,blueshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23246,342,603584019,603584,Khloe RW,lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,blueshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23247,343,603584020,603584,Khloe RW,lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,greyshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23248,344,603584021,603584,Khloe RW,lower body,short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,whiteshorts shorts short 5 pocket shorts in washed stretch denim with worn details a regular waist zip fly and raw edge hems,regular,recto,denim,unknown,medio,mini
23249,345,603585001,603585,ED Jamie,lower body,short 5 pocket shorts in washed denim with hard worn details in a slightly looser fit with a regular waist zip fly with a button and sewn in turn ups at the hems,blueshorts shorts short 5 pocket shorts in washed denim with hard worn details in a slightly looser fit with a regular waist zip fly with a button and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23250,346,603585002,603585,ED Jamie,lower body,short 5 pocket shorts in washed denim with hard worn details in a slightly looser fit with a regular waist zip fly with a button and sewn in turn ups at the hems,blueshorts shorts short 5 pocket shorts in washed denim with hard worn details in a slightly looser fit with a regular waist zip fly with a button and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23251,347,603585003,603585,ED Jamie,lower body,short 5 pocket shorts in washed denim with hard worn details in a slightly looser fit with a regular waist zip fly with a button and sewn in turn ups at the hems,greyshorts shorts short 5 pocket shorts in washed denim with hard worn details in a slightly looser fit with a regular waist zip fly with a button and sewn in turn ups at the hems,regular,recta,denim,unknown,medio,mini
23274,348,604037001,604037,Vichy 5pkt.,lower body,5 pocket trousers in superstretch twill with a regular waist and skinny legs,blacktrousers trousers 5 pocket trousers in superstretch twill with a regular waist and skinny legs,ajustado,entallado,woven,bajo,medio,unknown
23467,349,605365001,605365,Space petite,lower body,treggings in superstretch twill with an elasticated waist fake front pockets and real back pockets,blackleggings tights trousers treggings in superstretch twill with an elasticated waist fake front pockets and real back pockets,ajustado,entallado,woven,bajo,alto,unknown
23587,350,606022001,606022,Luna Petite,lower body,5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,blackleggings tights trousers 5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
23588,351,606022002,606022,Luna Petite,lower body,5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,blueleggings tights trousers 5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
23589,352,606022003,606022,Luna Petite,lower body,5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,greyleggings tights trousers 5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
23590,353,606022004,606022,Luna Petite,lower body,5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,pinkleggings tights trousers 5 pocket jeans in washed stretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
23824,354,607155001,607155,Knightbridge,lower body,calf length pleated skirt in an airy weave with an elasticated waist lined,greenskirt skirts calf length pleated skirt in an airy weave with an elasticated waist lined,amplio,acampanado,unknown,alto,alto,cropped
23825,355,607155003,607155,Knightbridge,lower body,calf length pleated skirt in an airy weave with an elasticated waist lined,blackskirt skirts calf length pleated skirt in an airy weave with an elasticated waist lined,amplio,acampanado,unknown,alto,alto,cropped
23938,356,607421002,607421,Eliza slacks,lower body,ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,blacktrousers trousers ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,ajustado,entallada,cotton,medio,medio,cropped
23939,357,607421007,607421,Eliza slacks,lower body,ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,blacktrousers trousers ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,ajustado,entallada,cotton,medio,medio,cropped
23940,358,607421011,607421,Eliza slacks,lower body,ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,greytrousers trousers ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,ajustado,entallada,cotton,medio,medio,cropped
23941,359,607421014,607421,Eliza slacks,lower body,ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,whitetrousers trousers ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,ajustado,entallada,cotton,medio,medio,cropped
23942,360,607421018,607421,Eliza slacks,lower body,ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,beigetrousers trousers ankle length cigarette trousers in patterned stretch cotton satin with a regular waist concealed hook and eye fastener and zip fly side pockets and tapered legs with slits at the hems,ajustado,entallada,cotton,medio,medio,cropped
24087,361,607983001,607983,Linus flounce skirt,lower body,tiered skirt in a striped cotton weave with smocking at the waist unlined,blueskirt shorts tiered skirt in a striped cotton weave with smocking at the waist unlined,amplio,acampanado,cotton,alto,unknown,mini
24088,362,607983003,607983,Linus flounce skirt,lower body,tiered skirt in a striped cotton weave with smocking at the waist unlined,pinkskirt shorts tiered skirt in a striped cotton weave with smocking at the waist unlined,amplio,acampanado,cotton,alto,unknown,mini
24089,363,607983004,607983,Linus flounce skirt,lower body,tiered skirt in a striped cotton weave with smocking at the waist unlined,blueskirt shorts tiered skirt in a striped cotton weave with smocking at the waist unlined,amplio,acampanado,cotton,alto,unknown,mini
24223,364,608570001,608570,Nihon Linen,lower body,ankle length suit trousers in a herringbone weave made from a linen blend with a regular waist zip fly and concealed hook and eye fastener side pockets welt back pockets and tapered legs with creases,whitetrousers trousers ankle length suit trousers in a herringbone weave made from a linen blend with a regular waist zip fly and concealed hook and eye fastener side pockets welt back pockets and tapered legs with creases,regular,entallada,linen,medio,medio,cropped
24224,365,608570002,608570,Nihon Linen,lower body,ankle length suit trousers in a herringbone weave made from a linen blend with a regular waist zip fly and concealed hook and eye fastener side pockets welt back pockets and tapered legs with creases,bluetrousers trousers ankle length suit trousers in a herringbone weave made from a linen blend with a regular waist zip fly and concealed hook and eye fastener side pockets welt back pockets and tapered legs with creases,regular,entallada,linen,medio,medio,cropped
24225,366,608570003,608570,Nihon Linen,lower body,ankle length suit trousers in a herringbone weave made from a linen blend with a regular waist zip fly and concealed hook and eye fastener side pockets welt back pockets and tapered legs with creases,pinktrousers trousers ankle length suit trousers in a herringbone weave made from a linen blend with a regular waist zip fly and concealed hook and eye fastener side pockets welt back pockets and tapered legs with creases,regular,entallada,linen,medio,medio,cropped
24346,367,609012002,609012,W Hortensia skirt EQ,lower body,wide calf length skirt in soft fabric with a frill trimmed elasticated waist and a seam at the hem with a short fringe trim and wide flounce,blackskirt unknown wide calf length skirt in soft fabric with a frill trimmed elasticated waist and a seam at the hem with a short fringe trim and wide flounce,amplio,fluida,unknown,alto,alto,mini
24590,368,609907001,609907,Sun denim skirt,lower body,calf length denim skirt with a paper bag waist pleats at the top and a tie at the waist pockets in the side seams back pockets a zip fly and hook and eye fastening and a slit at the front unlined,blueskirt trousers calf length denim skirt with a paper bag waist pleats at the top and a tie at the waist pockets in the side seams back pockets a zip fly and hook and eye fastening and a slit at the front unlined,amplio,acampanado,denim,alto,alto,cropped
24591,369,609907002,609907,Sun denim skirt,lower body,calf length denim skirt with a paper bag waist pleats at the top and a tie at the waist pockets in the side seams back pockets a zip fly and hook and eye fastening and a slit at the front unlined,yellowskirt trousers calf length denim skirt with a paper bag waist pleats at the top and a tie at the waist pockets in the side seams back pockets a zip fly and hook and eye fastening and a slit at the front unlined,amplio,acampanado,denim,alto,alto,cropped
24599,370,609990001,609990,Sushi trousers,lower body,wide ankle length trousers in twill made from a wool blend with pleats at the top side pockets and fake back pockets straight legs with wide sewn in turn ups at the hems,blacktrousers trousers wide ankle length trousers in twill made from a wool blend with pleats at the top side pockets and fake back pockets straight legs with wide sewn in turn ups at the hems,amplio,recta,wool,alto,unknown,cropped
24603,371,610002001,610002,Trip denim,lower body,wide trousers in soft washed denim with a high waist concealed hook and eye fastener and zip fly pleats at the top side pockets welt back pockets and wide straight cut legs with creases at the front and sewn in turn ups at the hems,blacktrousers trousers wide trousers in soft washed denim with a high waist concealed hook and eye fastener and zip fly pleats at the top side pockets welt back pockets and wide straight cut legs with creases at the front and sewn in turn ups at the hems,amplio,recta,denim,alto,alto,unknown
24604,372,610008001,610008,Dime skirt,lower body,calf length flared skirt in woven fabric with buttons at the top concealed pockets in the side seams and an opening at the hem,blueskirt trousers calf length flared skirt in woven fabric with buttons at the top concealed pockets in the side seams and an opening at the hem,amplio,acampanada,woven,alto,unknown,cropped
24605,373,610008005,610008,Dime skirt,lower body,calf length flared skirt in woven fabric with buttons at the top concealed pockets in the side seams and an opening at the hem,yellowskirt trousers calf length flared skirt in woven fabric with buttons at the top concealed pockets in the side seams and an opening at the hem,amplio,acampanada,woven,alto,unknown,cropped
24800,374,610697002,610697,Giovanna AOP,lower body,knee length skirt in patterned satin with a regular waist a pleat at the front a concealed zip at the back and an asymmetric hem,khaki greenskirt skirts knee length skirt in patterned satin with a regular waist a pleat at the front a concealed zip at the back and an asymmetric hem,regular,fluida,delicado,unknown,medio,midi
25017,375,611151001,611151,Madison petite,lower body,5 pocket jeans in stretch denim with a high waist zip fly and button and skinny legs,bluetrousers trousers 5 pocket jeans in stretch denim with a high waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,alto,unknown
25018,376,611151002,611151,Madison petite,lower body,5 pocket jeans in stretch denim with a high waist zip fly and button and skinny legs,bluetrousers trousers 5 pocket jeans in stretch denim with a high waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,alto,unknown
25216,377,611829003,611829,Bae Casual Slacks,lower body,ankle length cigarette trousers in stretch twill with a regular waist zip fly and concealed hook and eye fastener side pockets fake welt back pockets and tapered legs with slits at the hems,bluetrousers trousers ankle length cigarette trousers in stretch twill with a regular waist zip fly and concealed hook and eye fastener side pockets fake welt back pockets and tapered legs with slits at the hems,ajustado,entallada,woven,medio,medio,cropped
25217,378,611829004,611829,Bae Casual Slacks,lower body,ankle length cigarette trousers in stretch twill with a regular waist zip fly and concealed hook and eye fastener side pockets fake welt back pockets and tapered legs with slits at the hems,blacktrousers trousers ankle length cigarette trousers in stretch twill with a regular waist zip fly and concealed hook and eye fastener side pockets fake welt back pockets and tapered legs with slits at the hems,ajustado,entallada,woven,medio,medio,cropped
25374,379,612554003,612554,ED Pamela fancy,lower body,short 5 pocket shorts in washed denim with an embroidered pattern regular waist button fly and sewn in raw edge turn ups at the hems,blueshorts shorts short 5 pocket shorts in washed denim with an embroidered pattern regular waist button fly and sewn in raw edge turn ups at the hems,regular,recta,denim,unknown,medio,mini
25489,380,613147001,613147,Dash,lower body,5 pocket slim fit knee length shorts in washed superstretch denim with a regular waist zip fly and button and raw edge hems,greyshorts shorts 5 pocket slim fit knee length shorts in washed superstretch denim with a regular waist zip fly and button and raw edge hems,ajustado,entallado,denim,bajo,medio,mini
25490,381,613147002,613147,Dash,lower body,5 pocket slim fit knee length shorts in washed superstretch denim with a regular waist zip fly and button and raw edge hems,blueshorts shorts 5 pocket slim fit knee length shorts in washed superstretch denim with a regular waist zip fly and button and raw edge hems,ajustado,entallado,denim,bajo,medio,mini
25491,382,613147003,613147,Dash,lower body,5 pocket slim fit knee length shorts in washed superstretch denim with a regular waist zip fly and button and raw edge hems,blueshorts shorts 5 pocket slim fit knee length shorts in washed superstretch denim with a regular waist zip fly and button and raw edge hems,ajustado,entallado,denim,bajo,medio,mini
25504,383,613246001,613246,Luna destroy (1),lower body,5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,ajustado,entallado,denim,bajo,medio,unknown
25505,384,613246002,613246,Luna destroy (1),lower body,5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,greytrousers trousers 5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,ajustado,entallado,denim,bajo,medio,unknown
25506,385,613246003,613246,Luna destroy,lower body,5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,ajustado,entallado,denim,bajo,medio,unknown
25507,386,613246004,613246,Luna destroy (1),lower body,5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,ajustado,entallado,denim,bajo,medio,unknown
25508,387,613246006,613246,Luna destroy (1),lower body,5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with hard worn details a regular waist zip fly and slim legs,ajustado,entallado,denim,bajo,medio,unknown
25572,388,613494001,613494,Sake draw tie,lower body,trousers in woven fabric with a high paper bag waist tie belt concealed hook and eye fastener and zip fly side pockets and tapered legs,bluetrousers trousers trousers in woven fabric with a high paper bag waist tie belt concealed hook and eye fastener and zip fly side pockets and tapered legs,amplio,entallada,woven,alto,alto,unknown
25573,389,613494002,613494,Sake draw tie,lower body,trousers in woven fabric with a high paper bag waist tie belt concealed hook and eye fastener and zip fly side pockets and tapered legs,redtrousers trousers trousers in woven fabric with a high paper bag waist tie belt concealed hook and eye fastener and zip fly side pockets and tapered legs,amplio,entallada,woven,alto,alto,unknown
25646,390,613836001,613836,W Sark skirt EQ,lower body,satin skirt with an elasticated paper bag waist tie belt and side pockets,blackskirt unknown satin skirt with an elasticated paper bag waist tie belt and side pockets,amplio,fluida,delicado,alto,alto,unknown
25647,391,613836002,613836,W Sark skirt EQ,lower body,satin skirt with an elasticated paper bag waist tie belt and side pockets,pinkskirt unknown satin skirt with an elasticated paper bag waist tie belt and side pockets,amplio,fluida,delicado,alto,alto,unknown
25887,392,615159001,615159,Toni linen trouser,lower body,suit trousers in a linen weave with a regular waist zip fly and hook and eye fastener side pockets fake back pockets and slim legs with creases,whitetrousers unknown suit trousers in a linen weave with a regular waist zip fly and hook and eye fastener side pockets fake back pockets and slim legs with creases,ajustado,entallada,linen,bajo,medio,unknown
26210,393,616263001,616263,Appeltini 5 pocket,lower body,5 pocket ankle length jeans in washed denim with a regular waist zip fly and button and slim legs with raw edge hems,bluetrousers trousers 5 pocket ankle length jeans in washed denim with a regular waist zip fly and button and slim legs with raw edge hems,ajustado,entallado,denim,bajo,medio,midi
26211,394,616263003,616263,Appeltini 5 pocket,lower body,5 pocket ankle length jeans in washed denim with a regular waist zip fly and button and slim legs with raw edge hems,unknowntrousers trousers 5 pocket ankle length jeans in washed denim with a regular waist zip fly and button and slim legs with raw edge hems,ajustado,entallado,denim,bajo,medio,midi
27113,395,619304001,619304,Xibit embroidery,lower body,5 pocket ankle length jeans in sturdy washed denim with worn details embroidery a regular waist and straight legs,bluetrousers trousers 5 pocket ankle length jeans in sturdy washed denim with worn details embroidery a regular waist and straight legs,regular,recta,denim,unknown,medio,cropped
27196,396,619580001,619580,Mandy,lower body,short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,blackshorts shorts short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27197,397,619580006,619580,Mandy,lower body,short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,pinkshorts shorts short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27198,398,619580007,619580,Mandy,lower body,short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,greenshorts shorts short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27199,399,619580008,619580,Mandy,lower body,short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,blueshorts shorts short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27200,400,619580009,619580,Mandy,lower body,short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,khaki greenshorts shorts short high waisted shorts in a viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27202,401,619595001,619595,Mandy AOP,lower body,short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,whiteshorts shorts short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27203,402,619595002,619595,Mandy AOP,lower body,short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,blackshorts shorts short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27204,403,619595003,619595,Mandy AOP,lower body,short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,whiteshorts shorts short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27205,404,619595004,619595,Mandy AOP,lower body,short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,blueshorts shorts short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27206,405,619595005,619595,Mandy AOP,lower body,short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,blueshorts shorts short high waisted shorts in a patterned viscose weave with pleats at the top wide elastication at the back of the waist and side pockets,amplio,acampanado,sintetico,alto,unknown,mini
27238,406,619685001,619685,Reese,lower body,a line skirt in a patterned cotton weave with an elasticated waist with ties at the front and pockets in the side seams unlined,turquoiseskirt skirts a line skirt in a patterned cotton weave with an elasticated waist with ties at the front and pockets in the side seams unlined,amplio,acampanada,cotton,alto,alto,unknown
27239,407,619685002,619685,Reese,lower body,a line skirt in a patterned cotton weave with an elasticated waist with ties at the front and pockets in the side seams unlined,greenskirt skirts a line skirt in a patterned cotton weave with an elasticated waist with ties at the front and pockets in the side seams unlined,amplio,acampanada,cotton,alto,alto,unknown
27379,408,619884001,619884,Vovve shorts,lower body,wide high waisted shorts in woven fabric with a sewn in tie belt and pleats at the top fly with a concealed zip side pockets and fake welt back pockets,blackshorts trousers wide high waisted shorts in woven fabric with a sewn in tie belt and pleats at the top fly with a concealed zip side pockets and fake welt back pockets,amplio,acampanado,woven,alto,unknown,mini
27380,409,619884007,619884,Trinny,lower body,wide high waisted shorts in woven fabric with a sewn in tie belt and pleats at the top fly with a concealed zip side pockets and fake welt back pockets,whiteshorts trousers wide high waisted shorts in woven fabric with a sewn in tie belt and pleats at the top fly with a concealed zip side pockets and fake welt back pockets,amplio,acampanado,woven,alto,unknown,mini
