,article_id,fit_ajustado,fit_amplio,fit_regular,fit_unknown,material_corduroy,material_cotton,material_delicado,material_denim,material_knit,material_leather,material_linen,material_sintetico,material_tencel,material_unknown,material_wool,material_woven,volumen_alto,volumen_medio,volumen_unknown
22628,599502014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22629,599502015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22630,599502017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22631,599502020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22679,599713001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22680,599713002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22681,599713005,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23001,601536002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23019,601636002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23020,601636003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23138,602478001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23221,603582001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23222,603582003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23223,603582004,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23224,603582006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23225,603582007,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23226,603582010,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23227,603582011,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23228,603582012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23229,603583002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23230,603583003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23231,603583004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23232,603583005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23233,603583006,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23234,603583007,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23235,603583009,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23236,603583010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23237,603584001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23238,603584002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23239,603584003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23240,603584004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23241,603584008,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23242,603584011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23243,603584013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23244,603584015,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23245,603584018,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23246,603584019,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23247,603584020,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23248,603584021,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23249,603585001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23250,603585002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23251,603585003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23274,604037001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23467,605365001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23587,606022001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23588,606022002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23589,606022003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23590,606022004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23824,607155001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23825,607155003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23938,607421002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23939,607421007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23940,607421011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23941,607421014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23942,607421018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24087,607983001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24088,607983003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24089,607983004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24223,608570001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24224,608570002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24225,608570003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24346,609012002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24590,609907001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24591,609907002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24599,609990001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24603,610002001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24604,610008001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24605,610008005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24800,610697002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25017,611151001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25018,611151002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25216,611829003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25217,611829004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25374,612554003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25489,613147001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25490,613147002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25491,613147003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25504,613246001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25505,613246002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25506,613246003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25507,613246004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25508,613246006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25572,613494001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25573,613494002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25646,613836001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25647,613836002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25887,615159001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26210,616263001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26211,616263003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27113,619304001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27196,619580001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27197,619580006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27198,619580007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27199,619580008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27200,619580009,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27202,619595001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27203,619595002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27204,619595003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27205,619595004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27206,619595005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27238,619685001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27239,619685002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27379,619884001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27380,619884007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27381,619884012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27382,619884014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27383,619884015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27384,619884016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27385,619884017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27386,619884018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27387,619884019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27388,619884020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27389,619884023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27549,620214001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27588,620231001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27590,620238001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27591,620238002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27592,620238006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27821,620951001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27822,620951002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27926,621462001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27945,621514002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27946,621514003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28022,621746001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28023,621746002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28024,621746003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28027,621749001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29217,624892001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29830,626393002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30116,626990001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30117,626990003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30628,629305003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31152,631269001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31153,631269003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31512,632393001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31513,632393002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31568,632637001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31642,632936002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31643,632936003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31644,632936004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32524,635336001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32525,635336002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32684,636000001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32685,636000002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32759,636359001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32760,636359002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32764,636385001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32765,636385003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32766,636385004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32819,636494001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32820,636495001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32821,636497001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33020,637274001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33021,637274002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33022,637274003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33252,637976001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33253,637976002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33268,638025002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33339,638418001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33340,638418003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33391,638677001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33393,638702001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33533,639184001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33534,639184003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33601,639338001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33798,639838001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33799,639838002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33800,639838003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33801,639838004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33802,639838007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33803,639838008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33804,639838012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33805,639838015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33806,639838017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33807,639838019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33815,639866001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34066,640467001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34067,640467002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34068,640467003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34069,640467005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34070,640467006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34330,641298004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34331,641298005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34366,641562001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34420,641804002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34434,641850003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34464,642082001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34465,642082002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34921,644288001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35062,645090001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35171,645754001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35172,645754002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35173,645754003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35174,645754004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35181,645844001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35715,648034001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35861,648635001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35996,649052001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36010,649099001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36214,649664001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36215,649664002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36256,649894001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36257,649895001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36430,650722001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36487,650951001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36488,650951002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36534,651091001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36573,651265002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36655,651399001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36725,651579001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36727,651584001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36728,651584005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36935,652132001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36975,652269001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36976,652269004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36978,652274001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37116,652731001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37117,652731003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37118,652731006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37119,652731007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37120,652731008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37121,652731009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37122,652731013,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37123,652731014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37124,652731019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37125,652731023,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37126,652731025,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37127,652731028,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37128,652731029,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37129,652731033,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37130,652731036,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37131,652731038,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37132,652731039,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37133,652731047,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37134,652731048,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37136,652738001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37393,653538001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37426,653666001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37427,653666005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37428,653666006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37429,653666007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37918,655784001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37919,655784003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37920,655784006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37921,655784007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37922,655784008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37923,655784014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37973,655967001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38047,656266003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38048,656266004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38186,656763001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38187,656763002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38188,656763004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38189,656763005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38190,656763006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38191,656763007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38782,658978001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38783,658978003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38854,659295001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38855,659295003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38856,659295004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38951,659562001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39087,660186001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39089,660188001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39263,660712001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39264,660712002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39265,660712003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39266,660712007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39267,660712011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39268,660712012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39269,660712014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39389,661306001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39390,661306005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39391,661306007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39392,661306008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39393,661306010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39394,661306011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39491,661610001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39524,661675001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39661,662264001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39895,662972001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40089,663477001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40090,663477003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40107,663517001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40163,663657001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40370,664319001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40371,664319002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40372,664319005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40373,664319008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40374,664319009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40375,664319011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40376,664319013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40377,664319014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40378,664319015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40379,664319016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40380,664319021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40421,664456001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40526,664889003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40646,665267001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40647,665267002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40653,665290001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40654,665290002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40655,665290006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40656,665290007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40662,665300001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40663,665300002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40664,665300003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40665,665300004,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
